"Session ID","Time","Discipline","Level","Attempt","Grade System"
"729750626.04774","2024-02-15 20:31:59","Boulder","V0","False","hueco"
"729750626.04774","2024-02-15 20:32:54","Boulder","V0","False","hueco"
"729750626.04774","2024-02-15 20:32:56","Boulder","V1","False","hueco"
"729750626.04774","2024-02-15 20:34:11","Boulder","V2","False","hueco"
"729750626.04774","2024-02-15 20:35:21","Boulder","V1","False","hueco"
"729750626.04774","2024-02-15 20:36:19","Boulder","V3","False","hueco"
"729750626.04774","2024-02-15 20:37:55","Boulder","V4","False","hueco"
"729750626.04774","2024-02-15 20:40:30","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 20:42:52","Boulder","V4","False","hueco"
"729750626.04774","2024-02-15 20:48:29","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 20:48:33","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 20:52:59","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 21:04:19","Boulder","V3","True","hueco"
"729750626.04774","2024-02-15 21:04:22","Boulder","V3","True","hueco"
"729750626.04774","2024-02-15 21:07:39","Boulder","V2","False","hueco"
"729750626.04774","2024-02-15 21:10:09","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 21:16:41","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 21:19:01","Boulder","V5","False","hueco"
"729750626.04774","2024-02-15 21:39:20","Boulder","V5","True","hueco"
"729750626.04774","2024-02-15 21:43:29","Boulder","V5","False","hueco"
"729666334.362102","2024-02-14 21:05:36","Boulder","V2","False","hueco"
"729666334.362102","2024-02-14 21:09:47","Boulder","V2","False","hueco"
"729666334.362102","2024-02-14 21:11:21","Boulder","V2","False","hueco"
"729666334.362102","2024-02-14 21:14:10","Boulder","V4","False","hueco"
"729666334.362102","2024-02-14 21:16:09","Boulder","V4","True","hueco"
"729666334.362102","2024-02-14 21:18:15","Boulder","V4","True","hueco"
"729666334.362102","2024-02-14 21:21:31","Boulder","V4","True","hueco"
"729666334.362102","2024-02-14 21:23:20","Boulder","V3","False","hueco"
"729666334.362102","2024-02-14 21:26:12","Boulder","V3","False","hueco"
"729666334.362102","2024-02-14 21:38:48","Boulder","V4","True","hueco"
"729666334.362102","2024-02-14 21:38:51","Boulder","V4","True","hueco"
"729666334.362102","2024-02-14 21:40:56","Boulder","V3","False","hueco"
"729666334.362102","2024-02-14 21:50:24","Boulder","V3","False","hueco"
"729666334.362102","2024-02-14 22:01:17","Boulder","V3","True","hueco"
"729666334.362102","2024-02-14 22:01:20","Boulder","V3","True","hueco"
"729666334.362102","2024-02-14 22:11:53","Boulder","V2","False","hueco"
"729666334.362102","2024-02-14 22:16:16","Boulder","V1","False","hueco"
"729666334.362102","2024-02-14 22:18:17","Boulder","V2","False","hueco"
"729666334.362102","2024-02-14 22:20:05","Boulder","V5","True","hueco"
"729666334.362102","2024-02-14 22:22:07","Boulder","V2","False","hueco"
"729490861.667372","2024-02-12 20:22:52","Boulder","V0","False","hueco"
"729490861.667372","2024-02-12 20:22:55","Boulder","V0","False","hueco"
"729490861.667372","2024-02-12 20:24:15","Boulder","V2","False","hueco"
"729490861.667372","2024-02-12 20:28:07","Boulder","V1","False","hueco"
"729490861.667372","2024-02-12 20:30:42","Boulder","V4","True","hueco"
"729490861.667372","2024-02-12 20:32:16","Boulder","V4","True","hueco"
"729490861.667372","2024-02-12 20:36:43","Boulder","V4","True","hueco"
"729490861.667372","2024-02-12 20:48:23","Boulder","V3","True","hueco"
"729490861.667372","2024-02-12 20:50:23","Boulder","V3","False","hueco"
"729490861.667372","2024-02-12 20:53:10","Boulder","V4","True","hueco"
"729490861.667372","2024-02-12 21:14:43","Boulder","V6","True","hueco"
"729490861.667372","2024-02-12 21:14:47","Boulder","V6","True","hueco"
"729490861.667372","2024-02-12 21:24:15","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 11:12:17","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 11:13:40","Boulder","V1","False","hueco"
"729371404.255821","2024-02-11 11:15:07","Boulder","V1","False","hueco"
"729371404.255821","2024-02-11 11:16:51","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 11:19:35","Boulder","V3","True","hueco"
"729371404.255821","2024-02-11 11:21:43","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:24:21","Boulder","V3","True","hueco"
"729371404.255821","2024-02-11 11:32:56","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:35:30","Boulder","V3","False","hueco"
"729371404.255821","2024-02-11 11:37:55","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 11:39:16","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:43:31","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:45:23","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:47:48","Boulder","V4","False","hueco"
"729371404.255821","2024-02-11 11:49:47","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 11:56:13","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 11:56:16","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 11:57:13","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 11:58:37","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 12:00:47","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 12:02:10","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 12:04:11","Boulder","V4","False","hueco"
"729371404.255821","2024-02-11 12:09:07","Boulder","V5","True","hueco"
"729371404.255821","2024-02-11 12:13:24","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:15:37","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:17:34","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:20:57","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:23:48","Boulder","V4","False","hueco"
"729371404.255821","2024-02-11 12:36:54","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:38:24","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:44:40","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 12:47:38","Boulder","V4","True","hueco"
"729371404.255821","2024-02-11 12:49:43","Boulder","V4","False","hueco"
"729371404.255821","2024-02-11 12:54:35","Boulder","V3","True","hueco"
"729371404.255821","2024-02-11 12:56:45","Boulder","V3","True","hueco"
"729371404.255821","2024-02-11 13:00:09","Boulder","V3","False","hueco"
"729371404.255821","2024-02-11 13:05:53","Boulder","V3","False","hueco"
"729371404.255821","2024-02-11 13:18:10","Boulder","V3","True","hueco"
"729371404.255821","2024-02-11 13:19:00","Boulder","V2","False","hueco"
"729371404.255821","2024-02-11 13:19:48","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:23:43","Boulder","V1","False","hueco"
"729228105.107473","2024-02-09 19:24:19","Boulder","V0","False","hueco"
"729228105.107473","2024-02-09 19:25:30","Boulder","V1","False","hueco"
"729228105.107473","2024-02-09 19:26:50","Boulder","V2","False","hueco"
"729228105.107473","2024-02-09 19:28:43","Boulder","V3","False","hueco"
"729228105.107473","2024-02-09 19:31:05","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:33:12","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:36:25","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:37:42","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:43:31","Boulder","V3","False","hueco"
"729228105.107473","2024-02-09 19:46:16","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:49:03","Boulder","V4","True","hueco"
"729228105.107473","2024-02-09 19:50:56","Boulder","V3","False","hueco"
"729228105.107473","2024-02-09 19:55:08","Boulder","V3","False","hueco"
"729122386.799912","2024-02-08 14:03:05","Boulder","V1","False","hueco"
"729122386.799912","2024-02-08 14:04:25","Boulder","V1","False","hueco"
"729122386.799912","2024-02-08 14:44:01","Boulder","V3","False","hueco"
"729122386.799912","2024-02-08 14:44:12","Boulder","V5","True","hueco"
"729122386.799912","2024-02-08 14:49:04","Boulder","V5","False","hueco"
"729122386.799912","2024-02-08 14:59:43","Boulder","V4","False","hueco"
"729122386.799912","2024-02-08 15:00:57","Boulder","V4","True","hueco"
"729122386.799912","2024-02-08 15:02:10","Boulder","V4","False","hueco"
"729122386.799912","2024-02-08 15:07:45","Boulder","V3","False","hueco"
"729122386.799912","2024-02-08 15:09:29","Boulder","V5","True","hueco"
"729122386.799912","2024-02-08 15:11:07","Boulder","V5","False","hueco"
"729122386.799912","2024-02-08 15:16:43","Boulder","V4","True","hueco"
"729122386.799912","2024-02-08 15:20:14","Boulder","V4","True","hueco"
"729122386.799912","2024-02-08 15:22:28","Boulder","V5","True","hueco"
"729122386.799912","2024-02-08 15:22:32","Boulder","V4","True","hueco"
"729122386.799912","2024-02-08 15:24:04","Boulder","V4","True","hueco"
"729122386.799912","2024-02-08 15:26:49","Boulder","VB","False","hueco"
"729122386.799912","2024-02-08 15:27:45","Boulder","V1","False","hueco"
"728967927.886408","2024-02-06 19:07:44","Boulder","V1","False","hueco"
"728967927.886408","2024-02-06 19:09:08","Boulder","V1","False","hueco"
"728967927.886408","2024-02-06 19:09:11","Boulder","V1","False","hueco"
"728967927.886408","2024-02-06 19:11:32","Boulder","V3","False","hueco"
"728967927.886408","2024-02-06 19:15:16","Boulder","V4","False","hueco"
"728967927.886408","2024-02-06 19:19:59","Boulder","V4","True","hueco"
"728967927.886408","2024-02-06 19:25:00","Boulder","V4","False","hueco"
"728967927.886408","2024-02-06 19:27:56","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 19:29:14","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 19:30:42","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 19:31:56","Boulder","V4","True","hueco"
"728967927.886408","2024-02-06 19:33:45","Boulder","V4","True","hueco"
"728967927.886408","2024-02-06 19:41:10","Boulder","V3","False","hueco"
"728967927.886408","2024-02-06 19:45:00","Boulder","V4","True","hueco"
"728967927.886408","2024-02-06 19:53:00","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 19:53:57","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 20:02:04","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 20:07:09","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 20:07:12","Boulder","V5","True","hueco"
"728967927.886408","2024-02-06 20:10:34","Boulder","V1","False","hueco"
"728967927.886408","2024-02-06 20:21:11","Boulder","V3","True","hueco"
"728785034.728672","2024-02-04 16:17:56","Boulder","VB","False","hueco"
"728785034.728672","2024-02-04 16:19:44","Boulder","V1","False","hueco"
"728785034.728672","2024-02-04 16:19:47","Boulder","V0","False","hueco"
"728785034.728672","2024-02-04 16:22:32","Boulder","V2","True","hueco"
"728785034.728672","2024-02-04 16:27:10","Boulder","V4","False","hueco"
"728785034.728672","2024-02-04 16:29:04","Boulder","V4","True","hueco"
"728785034.728672","2024-02-04 16:33:25","Boulder","V4","True","hueco"
"728785034.728672","2024-02-04 16:35:00","Boulder","V3","True","hueco"
"728785034.728672","2024-02-04 16:36:59","Boulder","V2","False","hueco"
"728785034.728672","2024-02-04 16:45:20","Boulder","V5","True","hueco"
"728785034.728672","2024-02-04 16:54:54","Boulder","V3","False","hueco"
"728785034.728672","2024-02-04 17:04:14","Boulder","V4","True","hueco"
"728785034.728672","2024-02-04 17:12:28","Boulder","V2","False","hueco"
"728785034.728672","2024-02-04 17:17:53","Boulder","V4","False","hueco"
"728785034.728672","2024-02-04 17:20:44","Boulder","V3","False","hueco"
"728785034.728672","2024-02-04 17:24:08","Boulder","V4","False","hueco"
"728785034.728672","2024-02-04 17:28:28","Boulder","V3","False","hueco"
"728785034.728672","2024-02-04 17:50:39","Boulder","V3","False","hueco"
"728785034.728672","2024-02-04 17:52:57","Boulder","V4","True","hueco"
"728785034.728672","2024-02-04 17:54:32","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 11:41:21","Boulder","V0","False","hueco"
"728681918.117483","2024-02-03 11:42:40","Boulder","V2","False","hueco"
"728681918.117483","2024-02-03 11:43:39","Boulder","V1","False","hueco"
"728681918.117483","2024-02-03 11:43:42","Boulder","V0","False","hueco"
"728681918.117483","2024-02-03 11:43:44","Boulder","V1","False","hueco"
"728681918.117483","2024-02-03 11:50:01","Boulder","V1","False","hueco"
"728681918.117483","2024-02-03 11:51:44","Boulder","V2","False","hueco"
"728681918.117483","2024-02-03 12:03:38","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 12:04:51","Boulder","V4","False","hueco"
"728681918.117483","2024-02-03 12:10:57","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:13:47","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 12:15:09","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:37:07","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:39:35","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:45:05","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:46:39","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:51:02","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:53:43","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 12:57:09","Boulder","V3","False","hueco"
"728681918.117483","2024-02-03 12:58:26","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 13:00:44","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 13:14:40","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 13:22:50","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 13:29:18","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 13:42:41","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 13:42:44","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 13:42:47","Boulder","V4","True","hueco"
"728681918.117483","2024-02-03 14:11:40","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 14:15:00","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 14:21:50","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 14:22:11","Boulder","V5","True","hueco"
"728681918.117483","2024-02-03 14:26:08","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 18:14:07","Boulder","V1","False","hueco"
"728446248.325984","2024-01-31 18:15:22","Boulder","V2","False","hueco"
"728446248.325984","2024-01-31 18:17:21","Boulder","V1","False","hueco"
"728446248.325984","2024-01-31 18:17:23","Boulder","V1","False","hueco"
"728446248.325984","2024-01-31 18:23:44","Boulder","V2","False","hueco"
"728446248.325984","2024-01-31 18:28:44","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 18:31:56","Boulder","V5","True","hueco"
"728446248.325984","2024-01-31 18:33:51","Boulder","V6","True","hueco"
"728446248.325984","2024-01-31 18:36:41","Boulder","V6","True","hueco"
"728446248.325984","2024-01-31 18:39:04","Boulder","V6","True","hueco"
"728446248.325984","2024-01-31 18:45:17","Boulder","V3","False","hueco"
"728446248.325984","2024-01-31 18:49:28","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 18:52:54","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 19:03:08","Boulder","V5","True","hueco"
"728446248.325984","2024-01-31 19:08:51","Boulder","V4","True","hueco"
"728446248.325984","2024-01-31 19:11:35","Boulder","V4","False","hueco"
